Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
St. Kitts and Nevis,KNA,376840196.611088,382321326.684675,407726747.981187,445778173.965422,479433217.966286,515835685.475073,555973106.561148,604151934.934599,607980963.945527,636614872.847752,718581057.685575,774858154.977986,806553922.275114,793236775.248172,847647739.179337,958792818.68108,996810090.737843,1029734877.97448,1114020579.24376,1077069144.40969,1082992637.2405,1125824416.6498,1071915687.65429,1114932892.81003,1216102005.91704,1224877737.15077,1286866302.45333,1319627891.50047,1390262450.03932,1449932999.26804
"Korea, Rep.",KOR,359776642639.676,410738623844.371,446284483505.396,488538990447.873,545506796545.667,610970335463.916,670318109476.262,723529065855.513,693206197879.197,783492526099.428,872059741685.719,932881635713.568,1019446685620.94,1057175976424.88,1143656525495.88,1213618156671.84,1301924029684.6,1414735112788.54,1468996086974.66,1461702867942.29,1572870287952.09,1625275455251.2,1684562928828.18,1726902752731.95,1792600237630.01,1933849119227.42,2026535662763.4,2105893148315.45,2174501236496.74,2224985418366.77
Kuwait,KWT,,,59177765807.4945,81171228198.5241,89898505783.942,96242636765.4384,98597923213.8823,102778836149.432,107741812710.973,107342052358.335,114893568378.352,117664154637.444,123128154373.255,147144148591.528,166579243098.46,189991044462.651,210450021212.254,229051287786.85,239297034150.096,224059434738.952,221297604003.907,247672823742.859,276884442786.982,275263666389.691,258670095308.753,181157353237.842,176814346747.18,206274942530.65,213773808102.137,218398143724.448
Latin America & Caribbean (excluding high income),LAC,2600078283457.93,2788505553085.16,2929206737139.93,3062733593752.22,3275996060444.13,3380083348549.64,3562151352202.57,3810531838212.77,3938006653529.31,3992163571579.81,4232080052247.11,4347737518786.94,4424435307578.5,4592532864340.76,5003819682464.88,5391557951665.5,5893821701558.21,6391887792231.24,6820782533638.53,6790150224125.51,7288647683162.04,7845030702441.2,8079808028102.31,8436589668135.31,8706660733070.81,8660464398122.44,8885848164143.36,9352969560448.6,9719966410467.07,9955659561401.66
Lao PDR,LAO,4368170314.82846,4709919300.02254,5085086518.85014,5513348532.33784,6090520216.88217,6655447585.00149,7246864921.23526,7878428044.54508,8283204720.21736,9016737929.34414,9752854227.70858,10540006231.444,11340427710.2118,12251831520.4934,13381581512.2919,14779141489.865,16538791520.7412,18273244302.5715,20086359307.929,21757808473.6525,23888227744.5159,26347634541.0467,31202113957.7343,34600073063.9711,39000303251.926,41582719416.4998,46849968684.2159,50463792572.0591,54881940279.4901,58436452733.066
Lebanon,LBN,10761643584.6287,16626881866.2635,19801264358.364,22452657410.4797,24790809420.8539,26942878663.7518,30532644229.6679,31386810061.5189,32903578500.8998,33203208481.3112,34400962173.008,36505377357.542,38352205918.8517,40325090855.3208,44176734472.0075,46776262340.7026,48938547058.4315,54932056139.1479,61079319349.0245,67842333336.7652,74106430637.1074,76310623815.5428,82065263274.9768,88557943341.9477,94101077690.9825,98432919650.049,103935864131.959,109025778306.588,109448612924.21,105079631312.317
Liberia,LBR,,,,,,,,,,,2829657672.66409,2976170338.40865,3137011610.82433,2232050855.5757,2352193038.94176,2553556314.01431,2842453825.9541,3197126770.52852,3492215618.76308,3705355945.66558,3977186653.82068,4393239184.19533,4855466757.65079,5689798755.87836,6024575445.78625,5778552811.18067,6325435787.28629,7126900130.29696,7384259028.86836,7341849947.85031
Libya,LBY,,,,,,,,,,91205951590.3135,96675513746.2861,97054365514.8048,97644210414.4179,112402952967.5,120579097287.647,139094545371.152,152619364183.125,166674442841.348,174448757420.964,174389766717.781,185280496396.835,71733711996.5322,152651325256.257,125579914377.392,90996326484.5627,78431959498.8301,72119611548.432,87115614620.6817,102665385321.576,107104456037.008
St. Lucia,LCA,941929858.489104,977441903.251349,1079225165.84799,1111238202.71474,1153110487.11282,1197870913.89885,1255454164.55597,1268238339.14318,1363137418.1256,1419748059.59082,1452193740.77379,1433469267.60591,1462207469.87304,1552877552.63395,1710576540.34713,1756622825.23772,1921902446.87405,2006914707.89789,2147212586.48995,2102376303.86254,2160986391.36214,2327098353.07459,2310598111.90741,2394492625.74712,2453553259.48476,2427470200.0883,2572788672.16866,2704509820.73941,2841396894.1782,2940920679.42303
Latin America & Caribbean,LCN,2766085226550.73,2968498328783.55,3128425543841.49,3277550575399.23,3507384916594.02,3630881038780.14,3832389870627.54,4103593054902.58,4249130798049.76,4313663451968.72,4573438284160,4706961133877.38,4794965507438.49,4981679291685.89,5432249389107.98,5850308026636.58,6420872478418.57,6957808741387.7,7394923745875.08,7360517314950.3,7907925661606.04,8520795492995.6,8789260993716.73,9181157234256.29,9475396134955.12,9442415570220.88,9685931584715.29,10191162647533.2,10595950734772.2,10858331117889
Least developed countries: UN classification,LDC,450683584973.792,474661356701.893,490962581533.134,505207967701.119,521741400749.941,563650018928.35,606826561856.481,646564162398.523,680247025129.799,720896844099.538,770612383704.437,830589775399.654,886280166008.383,952685305181.943,1042863461425.27,1160327059513.79,1285562763317.41,1427006508060.69,1556145035511.34,1647186135506.27,1769026284347.31,1885388687620.41,2007481499416.57,2162319435552.15,2351139698552.72,2476489572956.99,2613563686290.75,2807002575597.9,3017948121267.35,3222952522835.3
Low income,LIC,290559622888.759,302128139074.317,301897558003.793,310464490080.151,316997565729.663,338671380677.101,361883170980.272,385676700606.912,403598902304.218,423796448713.807,447519904869.704,481651429404.318,508637530882.712,544412137042.438,590647372998.224,651469924584.729,715964175760.939,790868332598.023,858513903508.683,909359653377.574,975871184815.969,1025721771213.5,1043405778989.4,1121057222893.95,1236434720849.5,1327982785733.35,1388991129728.43,1473204385288.91,1568257260697.84,1663862890884.28
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,39966574542.0932,43218775910.1976,46148650806.2813,50501772444.6905,54468624523.5224,58669377753.9062,62013870588.3256,67123965399.6832,71068723506.834,75195282932.6434,81488854986.1274,81989294207.3543,86588197085.8731,93435315263.217,101175371578.399,110838749935.97,122949606640.178,134833530397.64,145634986467.303,151938419568.231,166030136724.564,183744230021.17,210687556548.255,223389738314.383,233894955001.782,242360503475.594,259190046868.401,269853535249.281,285354274779.02,296959443227.621
Lower middle income,LMC,3082605377602.03,3195312175498.04,3344298597735.26,3450117531837.24,3590251054120.88,3822667030416.33,4103807324554.57,4320345446152.58,4566144445207.28,4893424223144.45,5217800315898.36,5575479689699.98,5913871858488.8,6417738729418.48,7067449623793.85,7775176207383.4,8568198124877,9406431953389.5,9985164729805.08,10564061764081.6,11415565623142.5,12215332531885.7,13271905638498.4,14085168211738.5,14751206644723.5,15437399147525.6,16345458336190.4,17354319217036.7,18723130061724,19909278064504.4
Low & middle income,LMY,10784647852543.2,11410300187010.1,11922647141288.5,12552458444972.2,13193466507234.2,14037580071393.7,15060049066184.7,16061227841290,16421907891950.1,17297022999803.9,18690294982384.4,19838816601103.5,21075838780183.5,22770349518973.7,25208551751773.4,27931111361568.7,31409549249345.6,35028454640753.2,38148249317654.1,39792543652558.1,43321881321895.5,47050949424489,50414765933377.8,53422087702758,55728233116001.2,56845933925431.5,59341791730177.5,62984175684823.3,67725274998635.5,71587428614190.3
Lesotho,LSO,1385555659.37852,1532202266.51292,1676134321.63578,1776068851.72361,1922469226.91218,2027374051.73433,2180046469.5822,2299771553.76069,2361416532.40601,2406913977.50124,2556086276.12192,2705186064.98208,2767866533.75261,2947820799.41243,3078413642.30331,3284329732.58226,3526854848.80005,3796626426.63234,4131327830.44966,4252503050.91203,4337539782.56216,4665280936.98239,4743492115.42625,5318648257.23161,5868106492.96146,6370015337.6495,6355787877.7261,5820641492.43804,5931020493.62651,6125919027.63686
Late-demographic dividend,LTE,5298945347494.85,5548618140152.15,5727990619920.2,6128946408283.02,6549135454547.88,7070856793220.92,7575066580926.39,8111952620775.1,8408645772515.61,8904828242974.18,9749645832063.28,10479080073207.1,11321821359735.9,12381228591061,13758296434116.7,15336378619174.7,17567792820458.4,19883986057118.7,22034533267995.1,23031435208459.9,25195951248894.4,27686111015631.2,29736282979635.8,31572293505452.9,32856147120323,33109780221918.1,34330173954138.5,36471036345584.8,39424511581474.8,41868272200570.3
Lithuania,LTU,,,,,,21492726074.9094,22964402175.8402,25270202754.9848,27553343461.5083,27565323899.1938,29604692441.2476,32805212033.5297,36132747527.5176,41214452084.7705,44008465206.2913,48263291601.7483,53893968504.078,61698982117.4761,66344339088.5645,57437546514.3803,62112596122.8684,69113557960.608,73635737734.6153,78911079132.147,82564270189.9137,83730597415.0676,88699845604.0485,95659970670.1725,100384504446.564,106497033297.345
Luxembourg,LUX,11324271457.4158,12719226237.75,13245798385.3949,14129218630.0844,14982332386.0584,16191526679.6391,17116837815.7775,17967628355.5316,18855147270.7779,21794057203.7217,24154411064.4221,24679209789.4911,26222378149.9609,27115969640.8047,29341820786.6632,31733108754.2518,36836477089.73,40307717243.2934,42362971851.4074,40987695882.111,43434533307.388,47690524461.9649,48646428610.814,51940075107.1763,56353766041.0479,59096856502.3694,64399672527.5245,67280181468.9465,71000340500.3936,75188883903.8919
Latvia,LVA,,,,,,13642369949.7972,14192922395.2723,15730664530.2207,16985720475.9086,17666600811.7094,18981986127.8214,21077692575.5144,23223235583.3829,25192922036.7631,27608294804.0511,30977938494.0902,34922333588.0264,39883039015.2438,42383912499.5656,36273304547.5848,36917843177.9469,40760565612.312,43313156236.3567,45672616675.1123,47540328804.5663,49103820599.6763,51740645049.4547,55332554898.2565,59057492337.3363,61600332700.6767
"Macao SAR, China",MAC,9311014594.26667,9978091254.13532,11562697949.9991,12450588974.6419,13257196881.2819,13981393932.6719,14177701720.037,14381866283.0503,13879010239.3384,13747240781.5397,14862289982.3906,15627028668.2452,17294496887.3559,19668413435.8157,25601993712.4437,28527148429.9647,33303529407.3046,39138977065.0241,41254444699.5309,42118204702.2061,53373511217.8751,66297551188.7777,75311301170.2708,88690020680.974,90948517198.1843,70510287445.6321,70903935831.0573,79017384059.024,85283985546.9822,82683380027.1059
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,63790009520.878,70706042172.5816,70800338630.4813,71941032544.1339,81257017165.7305,78476434768.3277,89800943967.3771,89923770195.1446,97518322233.475,99996017344.8846,104186959603.198,114265954833.455,119696543290.598,129187236500.478,139029206433.401,148078776954.052,164115797568.888,174476003598.539,188405513421.103,197898249082.637,207843489309.352,223315729951.264,226123984328.435,236669859661.439,229401963793.421,247207179584.528,253685437088.192,264288992649.476,278614687498.691,289992632784.716
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,9406862520.50781,9016135302.73175,9322671046.29057,8810827943.86158,8636983076.20799,9016173227.34866,9775986405.45113,10705207615.1063,11623678408.0712,12819921774.5386,14210699085.4893,15343499608.4959,16228338896.7989,17834433607.344,16892170693.0648,18302326301.5875,19771747983.6322,21054653399.4108,23960618216.0205,25218452232.6663,26233146016.6985,29732362696.7569,32101220495.8184,34272120582.4125,36074901315.1565
Madagascar,MDG,14068918370.4084,13627455222.1613,14102604331.2588,14739894890.224,15048309269.6589,15621743277.8079,16250468372.8747,17141249812.2269,18013170767.7684,19131946839.4894,20431382027.7328,22128174207.8422,19689102226.4902,22017083017.1764,23798429156.2648,25706808358.1493,27914530400.4611,30301291067.1307,32964271662.4872,31894023837.5025,32465467745.0159,33666789093.6671,34211243846.4438,35256755127.2616,36701697717.2108,37486186735.8963,39996977188.3401,40514543473.3171,43363602947.5915,46237459718.965
Maldives,MDV,,,,,,1570177742.61438,1724582301.85589,1901647671.53837,2067177689.32829,2226528636.06013,2363844377.18308,2320427418.51438,2528456473.91694,2929532794.57256,3189921611.04132,2857433735.89919,3712603229.27566,4106412497.84079,4583370938.96971,4284461794.59719,4649285283.22389,5153016194.53146,5438384433.88027,6140033356.58292,6957268404.30841,7628331940.20392,8279182674.90245,8929621692.98355,9769994105.00849,10458837368.4717
Middle East & North Africa,MEA,1971026357487.37,2215850230609.25,2370405717628.38,2486306751067.67,2593803516810.18,2718928089130.74,2898119217827.15,3045148327981.43,3228222397888.21,3334454165601.63,3602913527249.92,3730092510182.41,3854564578007.58,4126595513107.57,4579305193067.5,4947772003200.88,5385882164198.22,5813309097980.43,6191839457699.69,6286819850185.24,6682570642645.83,7053628634259.74,7432299411701.47,7531265679964,7549141261362.61,6933803985649.46,6907845384576.35,7313236833061.06,7679439953025.77,7979217468916.38
Mexico,MEX,678414631297.192,731979513078.201,778107605101.355,758247409111.742,812704221638.171,777544178691.375,845410743583.087,918870686638.6,977196844446.241,1018601794034.79,1096780829250.8,1116305299601.21,1137595954619.2,1183622615606.06,1263142391486.31,1341775400309.42,1485209697967.45,1560053813909.2,1653898166712.45,1637276799538.65,1741129416219.66,1911319122227.47,2012767821886.24,2064490858166.15,2171926769954.91,2228163971080.59,2382092565109.36,2470075497063.95,2573847595047.66,2603906687853.89
Marshall Islands,MHL,94470651.7716192,97751224.470975,107118234.232943,116242378.676666,125702867.865558,138879395.271178,126851650.780115,120721652.102143,121080115.892174,121286594.740401,125676953.616756,137200551.466137,144585246.99452,144890639.710858,150203847.082168,158421351.32835,164306045.390563,173391814.445869,164827438.858471,168481932.215757,183322966.613289,185737266.300436,184812388.390394,195046900.853163,196868917.5409,202140371.053709,207021009.953043,219513754.721094,232838190.666698,
Middle income,MIC,10515332600029.2,11129204767840.4,11638914975576.5,12259125384753.4,12891951204065.1,13715759241821.5,14715844991214.8,15694333192579.5,16040048970373.6,16895766297084.4,18264237780161,19381749597911.1,20592490304045.3,22252067863525.6,24644025800556,27307893095882.5,30721482377100.4,34266931837317.7,37321044510043.8,38918653087847.4,42381753445359,46057113447169.6,49394433436840,52328551866110.8,54539486167208,55586372125543.1,58025026325452.7,61587321298314.8,66234640912105,70007350172180
North Macedonia,MKD,11031877558.8935,10701175819.3206,10226481808.923,9686834555.07805,9719737734.20284,9812923738.3441,10111024106.8766,10433485222.6621,10937030343.1168,11547035755.9505,12470459872.309,12316039706.6781,12919254583.2429,13352881144.337,14564236605.7984,15987147516.9358,17708627199.1112,19089315652.3498,21537188175.9193,22599612139.9761,23362616602.3432,24064159962.9008,24558847388.4904,26269622338.3449,27776075140.9659,28759440909.2926,31176148726.4109,32331128566.9172,34405256698.2727,37116532856.1195
Mali,MLI,6795631666.48319,7850595961.91645,7771061222.49391,8207531113.90049,8699657035.0098,8963880056.3416,9772064366.0355,10420605659.2445,11335785841.284,12155029601.2421,12419192366.2166,14643088590.5053,15336761817.0466,17046118533.2622,17778114533.4567,19529841174.2222,21058925957.3991,22380109053.6497,23904445314.1629,25244364354.9967,26895625108.674,28339693401.1737,28185271180.1879,29823029621.3998,32435271401.936,35447205311.5564,39309825124.1439,41620690041.134,44584090695.6554,47647700992.9389
Malta,MLT,3306463145.36308,3632144046.03743,3889181540.55361,4159720442.45321,4488636025.62401,4873416082.26319,5192575931.38379,5790343229.7524,6113967634.28041,6574187167.30746,7134582843.37632,7239316994.94431,7754899902.19779,8283172357.10914,8561583901.93594,8990872386.14044,9411218181.91931,10123965915.0134,10722882905.3865,10790163477.5645,11535684778.4552,11905972930.3157,12358651693.0737,13238389611.4923,14508619508.7562,16059011070.5794,17622099383.3294,19447669385.8849,21108159040.5964,22946901130.2532
Myanmar,MMR,17581265616.2851,18057566098.6718,20253368819.436,21985392577.4557,24134029354.1342,26352084606.6313,28563476259.2294,30698147497.8502,32864748769.7162,36988275507.8942,43013181679.7707,48943084081.331,55696001978.8197,64584074847.2713,75319280589.0132,88203816506.5167,102755695930.224,118168883333.749,132821726009.398,147953822444.658,164098477496.802,176893542391.214,191626156425.201,208255864509.368,221974218424.915,232666888251.559,238280127040.276,253028635780.987,276482978785.297,289427826640.212
Middle East & North Africa (excluding high income),MNA,1083966806479.08,1196542902681.17,1281364529712.83,1348021366840.92,1396386617291.49,1464930402511.48,1579985083658.59,1662743383613.76,1795919088921.89,1903010788836.84,2035518099039.09,2127947880765.91,2233580441245.54,2335223334661.03,2587469125083.33,2789276505148.82,3032891422485.39,3304148669165.32,3491643852153.37,3609605708902.29,3843212741554.16,3897542196542.6,4073617806865.12,4108182063067.93,4065963940630.98,3885698729748.6,3928235066578.06,4103484085270.3,,
Montenegro,MNE,,,,,,,,,,,3632167468.3512,4113941703.70819,4329947862.8864,4489648519.25431,4805734563.66045,5106764255.31915,6424612437.65184,7665436457.00921,8524369037.04869,8059262797.59985,8452190472.98528,8974080420.71008,8603990405.32654,9237455556.39668,9557917375.13442,10164300303.0964,11254368290.9481,12215365675.5345,13213905651.3887,14302108533.3762
Mongolia,MNG,7309392733.63335,6899644001.79907,6403662837.57076,6347657117.83425,6621580014.89144,7191496828.85181,7486855195.73848,7912729922.27937,8269044004.26836,8645988583.73992,8940570943.31834,9406455278.62411,10007490707.1771,10907345508.4934,12391145511.8651,13703932272.8696,15326665410.9783,17351254385.5496,19263123792.1685,19163741461.3075,20621063954.6683,24691841190.0464,28889684311.683,30402499578.9283,32506744921.2182,32284592101.9162,32833404463.105,35222426052.7414,38666235256.3341,41346475101.6139
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,3785683354.04083,4105477471.80437,3942801875.61309,4463616952.5667,4856919236.1778,5070546016.91003,5741933236.60668,6500987142.37284,7226757680.20267,8188949397.59139,8471514342.22495,9703973975.77355,10773273773.019,11733406896.4619,13004774181.3604,14299994671.9581,16162128113.5778,17879443612.6902,19555828701.2085,20949040325.0388,22568192361.9349,24745398249.2658,25745867737.8309,27733024727.0125,29941347791.212,34918471458.0821,37950978490.3475,36775580595.8018,38933851135.1033,40493660661.2459
Mauritania,MRT,5368687382.57141,5649486466.78538,5886524440.33301,6379937665.81488,6316730876.30259,7082478871.79704,7631824404.1676,7449419844.31791,7742523970.86504,8142813638.27659,7998674605.01028,8108767980.44563,8350822713.83319,9095217498.59475,9782123425.40934,10950897841.7935,13350699882.6066,13439342111.2596,13655394671.9066,13772963798.674,14298541791.9379,15206335118.1468,15797573506.5031,17107165464.4978,16883392126.9338,16995094117.3576,19569042826.8309,21743465320.1028,22727329592.6429,24494963749.8965
Mauritius,MUS,5237260908.92491,5654523849.57697,6160039718.40597,6626462619.24641,7047895301.55418,7504209481.42598,8068615326.51598,8674563727.45218,9304840310.69735,9685634616.62795,10714407615.5476,11315956444.4686,11680582116.8194,12602481621.5428,13502148249.5476,14170214942.5627,15309357186.8144,16620931040.1546,17857009377.0125,18589628805.121,19629432102.0652,20856589153.2036,21304168424.878,22487480674.6131,23312206792.5804,24279686437.2367,26155431238.2558,27081834228.7363,28763164544.445,30303820356.8026
Malawi,MWI,4412425816.77978,4959885310.46031,4700920690.78709,5278698978.46009,4839328070.69017,5767338137.26758,6302644183.87888,6654470784.6981,6991494172.61859,7308209279.88961,7589340382.85629,7369958308.928,7613804655.05928,8197684020.30462,8874701323.21892,9450268932.26821,10193857319.7501,11472591258.8305,12589272655.5897,13741688330.8684,14857433208.6428,15904043611.065,15919778301.1988,17558045999.5785,17576097210.5181,17062379707.3309,17635609750.8145,18333705241.2908,19361217287.3361,20559497696.7561
Malaysia,MYS,122934587704.139,139223454349.363,155048302287.734,174427266378.389,194563381152.65,218167841289.028,244384817854.047,266803228477.946,249949998302.066,269121239360.052,299511433202.78,307665498638.061,329380603289.167,354917785911.931,389196719502.258,422718912352.752,459833889109.663,501928314498.23,536415236423.517,532323905608.579,578511606791.15,621861803378.808,668155626860.022,691871113876.77,734947546649.784,750776977371.132,783874286150.627,828897039978.868,888686922656.463,943335612541.996
North America,NAC,6522889903087.93,6724711669300.9,7105155999337.37,7473248413330.88,7943286132731.05,8327582512624.65,8784849877959.69,9332493957235,9855903385102.8,10476692738603.2,11153202446437.2,11518881392428.9,11907066806740.6,12481049980327.8,13296604169237.4,14207805757057.3,15056050773917.8,15753490124455.3,16056164887264.2,15757629535506.7,16356928465093.5,16974021997897.9,17668900098502.5,18342840098375.9,19147177524569.5,19818374810628.9,20389871332251.5,21267117730512.8,22440723776593.4,23362520655463.8
Namibia,NAM,5235746450.1352,5854795412.9733,6418734546.58745,6467023791.38273,6719379865.46098,7127756963.89661,7489903274.90201,7940590419.90401,8294276503.98896,8697521630.57609,9202475792.62846,9515103349.78785,10128463045.1344,10753959102.4237,12398463387.3437,13108026225.2382,14459913155.7313,15646303466.6211,16373306774.3304,16546958336.2672,17750728454.4715,19044152169.5933,20501646103.4227,21686470025.7364,23645421484.9419,24478137475.5981,24458367455.7024,24147364352.1919,24889786060.9066,25036580983.9778
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,6078081042.05409,6274362085.4741,6546192521.06717,6730412443.09009,6992077754.24353,7302082483.00563,7463646647.77905,7705827844.89891,8561709030.22153,8679111230.83238,8779595227.61246,9611300349.79243,10227422402.2477,10676433245.1095,11002838548.1813,12154825504.2036,13252381897.9561,14030620404.929,15415541975.7666,15821711910.6708,17354777266.597,18136272315.1586,20473786406.4138,20721762526.7652,21880308873.9359,22867371839.3805,23719799518.3328,25094664230.2361,27486070288.2062,29595316383.6438
Nigeria,NGA,196055267894.557,203411706370.504,217682343415.027,218304792647.342,218919754509.207,223347719256.987,236980380620.321,248147222160.895,257417573278.616,262659531960.943,282000569307.85,305239982391.737,357598985971.025,391001358105.002,438671520344.943,481459606000.007,526086113131.071,575824742484.17,626734458463.609,682266544594.541,745473030033.108,801440949035.347,833291994452.731,897506108480.495,971491854689.888,982912105652.4,973442207702.023,990700126987.351,1033575849450.78,1074821614197.5
Nicaragua,NIC,8244258179.54521,8506926274.98959,8734406543.85161,8906215333.89371,9400009569.85049,10164484328.3876,11007268957.826,11641226286.3435,12209199112.5034,13256914389.5791,14109168878.1748,14845556424.6673,15194074779.2287,15866357967.1756,17159053227.5147,18451256036.2405,19798970029.2653,21362781178.4389,22526699748.7334,21951020427.3914,23185868396.2337,25165569566.896,26490218492.5586,27949762382.7127,30355645205.4962,32944994652.2256,35895053010.1119,38334872386.3983,37689138858.2809,36859041158.8128
Netherlands,NLD,286171150117.825,303064750410.393,315259523221.25,326787556452.904,343648990806.356,361787314768.259,380056949266.188,406005938609.433,435222448623.673,462796668420.942,507749234175.488,532642937201.143,556285472929.846,553482674322.596,582518266772.469,614044200508.505,669606824526.415,719050417259.904,763407743799.947,737252338565.806,748922932716.248,777880906388.857,792042289740.032,827475738129.662,830318571509.821,852113154375.18,890398578051.304,948181470187.003,991941839767.178,1034542899621.25
Norway,NOR,78158606332.3835,83294247331.1614,88237563480.6421,92898287561.143,99678703785.6873,105997789883.053,117322027759.349,125983156842.043,124904617756.936,136333970612.487,165942689070.338,170531620995.88,172360885220.162,175982254547.413,195208372473.104,220981890027.144,252120047946.01,263111799057.39,294277831349.971,267595933920.422,283373097740.837,307471559230.611,327987730556.922,340137921349.59,338506031929.012,313314639533.399,308490911254.352,332135466131.602,359298961716.099,357409883994.042
Nepal,NPL,14213811024.493,15630254442.8883,16642922409.6389,17693148070.8773,19555674668.1405,20658225705.2,22157367848.5663,23677376893.4192,24666111002.7462,26126365881.7584,28366459776.2855,30380081159.9614,30897698976.6206,32713061170.1723,35166828954.1492,37523884916.6598,39960175516.3807,42433503850.7922,45899690623.2524,48346137997.8434,51265175554.9085,54126905678.7827,58733969350.3271,63246986991.392,69781454452.2416,71141255939.6093,70413965843.264,85624913439.6591,93518511731.3431,101801228729.016
Nauru,NRU,,,,,,,,,,,,,,,43473161.1757602,44827325.0809308,48982915.4155586,38801879.8341818,48346989.1882136,53144249.9498733,59737237.3468765,67083599.8292964,76139498.5711927,101192728.322967,130495030.686457,136775300.576151,143209222.306094,137544454.079757,149374840.413338,151979418.476296
New Zealand,NZL,49471987730.6195,50892513205.9798,52669585171.967,57000804043.266,61865976171.3565,65778060901.9159,68906785240.5989,72362062299.7901,73785919574.9639,78923926226.423,83014452837.0897,87312570209.8563,92024844754.3231,96525529814.2861,102518335154.08,106147882736.156,116160504942.383,124127265456.12,127209267536.454,132106301367.627,136011320295.654,143549260893.12,145451190207.151,160942171359.335,168107834222.929,172476800581.239,187683683427.989,198913456298.816,207247264395.973,216114680622.394
OECD members,OED,18299715308160,19176138194798.6,20062216384058.8,20788610638821.7,21895306507244.8,22976717617930.5,24176048933777.7,25485736022615.9,26360050106202.5,27587814748464.6,29497754516749.6,30633735172146.5,31835135097579.1,32995133214881.9,34999187966419.6,36921696889196.7,39649815625097,41887391390536.7,43296813754388.6,42484910507337.6,44355694238504.6,46423223855275.3,47983272838301.6,49995545550070.5,51825964233622,53655838463575.1,55785351583509.4,58364519375906.8,60801615431748.1,63246356845904.6
Oman,OMN,42756005314.3662,46886767601.4851,51990175033.7491,56438150378.9989,59877443577.8247,64187676929.7033,67353890041.1386,72649215643.5453,75408141138.4428,76401413070.4311,82328324071.8286,87905408349.1879,88313104335.5053,87552340329.0398,91071166157.4862,96246719624.4602,104486249925.319,112070473138.91,123618576059.987,132174714703.17,140137630729.034,141481260408.969,155906754580.621,158880059122.675,156302405133.661,132772521375.858,129566507793.89,135700491963.473,141351996838.449,144535767814.903
Other small states,OSS,,,,,,,,,,,233372063679.532,249758466928.635,266544927680.333,284041780585.382,319770902433.584,348428240273.463,400965371517.24,456537476603.046,507460093644.882,528877034823.732,584058557022.256,644676504623.5,688918552926.867,711121954127.05,720646974096.561,628165444829.492,625116296599.413,692239991563.98,724174613816.191,749789547060.32
Pakistan,PAK,207063865858.165,224901368674.008,247752284565.718,258080269491.401,273442761471.444,293030828106.302,312858332819.358,321481582082.519,333390732702.818,350582963610.616,373689170143.642,395459580230.33,411791177792.441,443669638569.05,489998729717.29,538198810078.066,587194839014.913,632108897141.145,655368177075.66,679063640407.97,698014005416.671,732179845261.482,752628769386.646,784863469118.625,827826438336.329,872096952150.657,898015616788.999,950381922984.568,1029585145405.17,1057895891516.81
Panama,PAN,12465971895.7289,14101418774.2022,15605687268.4878,16847008357.6644,17697173594.5312,18384751221.6907,19485158496.8275,21101802006.3597,22905932480.2508,24146876666.6923,25357009478.3621,26062008987.2341,27064398753.809,28726339909.3443,31718705894.8367,35058757294.6488,39244952268.6904,45128629106.2543,50540676373.5715,51558979148.1722,55199558082.1907,62728208418.2053,70433569156.0822,79815106968.4133,89329952504.9745,100479032644.952,112345919808.096,125070740811.579,132748727286.424,139123935431.442
Peru,PER,74191065308.9724,78402198175.087,79755484050.0035,85926239479.579,98563046470.8045,108087815351.392,113147680517.972,122553535487.942,123447656720.724,127102074780.408,133444567185.033,137214203630.282,146985987030.316,155951348486.486,168090446559.342,184220033781.832,204084376102.849,227418351573.344,253001150965.323,257723487422.799,282451550072.956,306596257463.361,317719593696.311,336325852091.006,346348573214.234,352617166513.571,371526141635.466,393259049121.626,418547458561.325,435001708732.564
Philippines,PHL,164958047808.939,169550254126.722,173999600496.992,181891750318.408,193926971680.582,207256789856.459,223389542454.16,239024954653.466,240321213766.462,251304413992.052,268255671516.736,282498811818.421,297631709176.177,318580442973.738,348649015200.411,377277993143.646,409359854177.318,447760660768.366,476301485231.329,486883543633.236,528683546580.279,560551170594.159,612131229677.923,654004065669.745,699661967288.23,733864052008.592,798601364195.356,854095492050.13,929689921315.774,1003038312889.23
Palau,PLW,,,,,,,,,,,188945252.043525,205459834.27644,215923164.128463,213695587.711897,230365619.988089,247181158.495052,250854266.179511,261052322.304749,251267338.499024,237336886.240548,240796314.068461,257787282.61526,267568959.810003,268414234.491581,285453290.751678,317573085.259637,323603535.226278,318154002.83062,331215673.848234,
